שם פרטי,"סך הכל בשנים
1948-2021",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
הילית,336,.,.,.,.,..,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,..,..,22,27,22,20,14,13,12,..,7,13,..,6,5,6,7,..,9,7,5,..,..,5,..,7,..,..,..,7,9,..,7,8,..,..,9,7,7,5,..,6,..,..,..,..,.,.,..,..,.,..,..,.
הילני,73,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,.,..,.,.,..,.,.,.,.,.,..,.,.,.,.,.,.,.,..,.,.,.,..,.,..,.,.,.,.,..,..,..,..,..,..,..,..,..,5,11,11,13
הינדא,"1,599",..,..,9,6,7,7,..,6,10,6,..,..,10,7,..,..,7,6,7,5,7,7,7,9,10,16,12,11,15,8,11,16,13,14,8,17,16,11,22,14,14,18,18,25,24,17,26,22,25,26,31,21,33,41,29,33,28,31,36,35,49,42,44,49,47,42,42,47,54,46,64,56,66,46
הינדי,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,..,..,.,.,.,..,..,..,..,..,..,.,.,..,..,..,..,..,.,.,.,..,..,..,.,.,..,..,..,..,..,.,.,..,..,..,..,..,5,..,..,..
הינדל,203,.,..,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,.,..,5,6,..,..,..,..,..,5,6,6,..,6,..,11,13,7,5,8,6,6,8,7,11,..,7,8,6,5,..
הלה,666,..,..,..,5,8,7,8,..,8,8,5,5,11,8,12,7,9,6,18,11,15,17,21,29,20,23,31,37,27,15,11,23,15,15,10,14,16,12,13,13,7,6,8,..,9,6,..,9,..,..,6,6,5,..,7,5,5,5,6,..,..,..,..,..,..,..,..,..,.,..,..,..,..,..
הלי,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,..,.,..,.,.,.,.,.,..,..,.,.,.,.,.,..,..,.,.,..,.,.,..,.,.,.,..,.,..,..,..,.,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,8,..
הלית,246,.,.,.,..,.,.,.,.,..,.,.,.,.,.,.,.,.,..,.,.,..,5,33,35,23,15,17,18,6,6,7,6,5,..,..,.,..,..,5,..,..,..,..,5,..,5,..,5,..,..,..,..,.,..,.,..,..,..,..,.,..,..,..,.,.,.,.,..,..,..,.,.,.,.
הלל,"7,368",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,.,.,..,.,.,.,..,..,..,..,.,..,..,..,..,..,..,6,9,8,..,13,15,22,24,44,43,49,79,84,104,115,132,135,177,245,252,319,342,349,419,431,429,576,584,598,591,557,582
הללי,"2,288",..,.,.,.,..,..,.,.,..,.,.,.,..,.,.,.,.,.,.,.,..,.,..,..,.,.,..,..,..,..,.,..,..,..,..,..,5,..,..,..,..,..,..,..,..,..,..,..,5,..,..,5,10,9,14,9,16,30,25,45,48,95,97,81,100,127,104,142,166,175,211,206,254,253
הלליה,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,..,.,..,..,..,..,..,..,..,..,..,5,..,6,12,..,7,..,5,5,..,..,13
הלן,593,.,..,..,..,..,6,..,..,..,9,..,8,6,7,..,7,7,9,9,6,6,..,9,11,8,7,12,9,12,6,8,6,9,8,7,5,5,9,7,9,5,10,..,6,9,6,10,7,12,6,14,7,9,10,8,9,8,9,10,11,7,15,10,12,9,8,15,9,11,12,17,16,15,15
הלנה,249,.,..,..,..,..,6,..,6,6,9,11,..,..,7,9,..,5,..,..,.,..,..,6,..,..,..,..,7,..,..,5,8,6,5,..,..,..,..,..,..,8,..,5,..,..,.,..,.,..,..,..,..,..,..,.,..,..,..,..,..,..,..,.,..,..,..,6,..,..,5,6,..,..,..
הלני,329,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,..,.,..,..,.,.,.,.,..,..,..,.,.,..,..,.,..,.,.,.,..,.,..,.,..,..,..,5,6,6,5,14,13,16,23,39,49,57,76
הנדל,104,.,.,..,.,.,..,.,.,..,..,.,.,.,.,..,.,.,..,.,..,..,.,..,.,..,..,..,..,..,.,..,..,.,..,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,..,..,..,.,..,..,.,..,.,..,..,..,..,.,..,..,..,5
הני,244,.,..,..,..,.,..,.,..,.,..,.,..,..,.,.,..,.,..,.,..,..,..,..,.,.,..,..,.,.,..,..,..,..,..,.,..,..,..,.,..,..,..,..,.,..,..,.,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,6,14,5,14,..,6,8,12,10,18,18,16
הניא,64,.,.,..,..,.,.,.,.,.,.,.,..,..,.,.,.,.,..,.,.,..,.,.,.,.,.,.,.,.,.,.,..,..,.,..,..,..,.,.,..,.,.,.,.,..,..,..,..,..,..,.,..,..,.,..,..,..,.,.,..,..,.,..,..,.,..,..,..,5,..,..,..,..,..
הניה,"1,254",12,26,28,35,22,21,22,12,16,18,21,15,11,9,10,7,9,9,11,10,..,13,..,12,7,7,10,9,12,6,12,10,8,14,13,19,10,12,7,5,8,5,14,7,13,13,12,19,11,19,15,10,11,6,17,21,10,16,18,19,34,18,21,34,23,16,23,23,19,25,41,40,30,22
הענא,513,.,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,.,.,..,.,.,..,..,.,..,..,..,..,..,.,..,..,..,..,..,.,..,..,..,..,.,..,.,..,..,9,11,8,12,7,10,8,11,8,6,14,10,19,14,9,18,12,28,28,27,22,16,25,14,24,30,27,24,20
הענדל,106,.,.,.,..,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,..,.,.,.,.,..,..,..,..,.,..,..,.,..,..,..,..,..,..,.,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,6,..,..,..,..,..,6,..,..,..,5
הענטשא,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,..,..,..,..,.,.,..,..,.,..,..,..,..,.,..,..,..,.,..,..,8,10,12,5
העני,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,..,.,.,..,.,..,..,..,..,..,..,..,..,5,5,..,.,..,..,..,..,..,6
העניא,106,.,.,.,.,.,.,.,..,.,..,.,.,.,..,.,.,.,.,..,..,.,..,.,.,.,.,.,.,.,.,.,.,..,.,.,..,..,.,.,.,.,.,.,.,.,.,.,..,..,..,..,..,..,..,..,..,..,.,..,..,..,5,..,..,8,5,..,5,..,..,9,9,6,5
הראל,409,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,.,.,.,.,..,.,..,.,..,.,.,..,..,.,.,..,..,.,.,.,..,.,..,.,.,..,..,.,..,5,..,..,..,11,6,9,8,17,15,20,16,17,13,13,20,9,19,19,16,14,19,18,22,28,17,9,13,11
הרצליה,83,.,..,..,8,14,10,8,9,..,..,..,..,.,..,..,..,..,..,.,..,.,.,..,.,.,.,.,.,.,.,..,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
וידה,47,..,.,.,..,..,5,..,..,..,..,..,..,..,.,..,.,.,.,.,.,.,.,.,.,..,.,..,.,..,.,.,.,.,.,.,..,..,.,..,..,.,.,.,..,.,.,..,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,..,.
ויוי,48,.,.,.,..,..,.,..,.,..,.,..,..,..,..,.,..,..,.,..,..,5,..,..,..,..,..,..,.,..,..,.,.,.,.,.,..,.,.,.,..,..,.,.,.,..,.,.,..,.,.,.,.,.,.,.,..,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.
ויויאן,205,.,5,..,5,..,..,..,..,..,..,8,10,8,6,8,7,5,8,10,8,7,11,6,5,..,..,..,..,..,..,..,.,.,..,..,..,..,..,.,..,..,.,..,..,..,.,..,..,..,..,.,..,.,..,..,..,..,..,..,.,.,..,..,..,..,.,..,.,..,..,..,.,.,..
ויולה,56,.,..,..,.,..,..,7,..,..,5,..,..,.,..,.,.,..,..,..,.,..,..,.,..,..,..,.,..,.,..,.,.,..,..,.,..,.,.,.,..,.,.,.,.,.,..,..,..,.,.,.,..,..,..,..,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ויולט,82,.,..,..,..,.,..,..,..,..,..,..,..,..,5,..,..,.,..,..,..,.,.,..,..,..,..,..,..,..,..,..,..,.,..,..,..,..,..,.,..,..,..,..,..,..,..,..,..,.,.,.,..,.,..,.,.,.,.,.,.,.,..,.,.,.,.,..,..,.,.,..,.,.,..
ויטל,75,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.,.,.,.,.,..,.,.,.,.,.,..,..,.,..,..,..,..,..,..,..,.,..,..,..,..,7,.,..,..,..,5,..,.,..,..,..,..,.,..,.,..,..,.,.,.,..,..,..,..,.,.,.,.,.
ויקטוריה,"1,310",..,8,26,24,21,21,11,17,15,18,16,16,16,17,19,25,29,19,25,18,14,21,13,11,18,13,14,22,18,17,19,15,10,10,10,13,11,14,19,9,9,8,6,5,17,20,16,21,20,27,39,31,28,24,27,27,18,21,20,25,17,30,18,16,15,16,13,12,14,6,9,13,9,..
ויקי,910,..,..,5,5,10,9,9,14,9,11,12,12,11,12,11,22,18,19,17,21,24,18,25,33,34,44,45,32,36,17,24,28,28,21,17,29,22,18,9,7,11,13,15,8,6,15,11,5,8,9,5,5,9,..,..,6,..,..,..,..,.,5,..,.,..,..,.,.,..,.,.,..,.,..
ולרי,113,.,.,.,.,..,.,.,.,..,.,.,.,.,..,.,.,..,..,.,..,..,.,..,..,..,6,5,..,5,..,..,..,..,..,..,..,..,..,..,.,.,..,..,..,.,..,.,..,..,..,..,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,..,..,.,.
ולריה,217,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,..,.,.,.,.,.,.,..,.,.,.,.,..,..,..,..,8,7,10,15,12,19,12,13,16,9,7,7,9,6,6,6,..,6,6,8,5,6,..,..,..,..
ונסה,111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,..,.,..,.,..,..,..,..,.,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,.,..,..,..,..,..,..,..,..,..,5,..,..,..,5,..,.,..,..,..,.,..,..
וקטוריה,98,.,..,..,5,..,12,5,7,10,5,..,..,10,..,6,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ורד,"8,116",13,11,31,15,24,33,41,41,46,61,69,92,103,130,134,139,168,226,237,244,321,374,357,344,345,334,319,327,329,273,232,219,223,179,201,196,183,158,138,138,103,83,95,73,79,64,43,53,32,42,38,26,28,29,27,23,19,18,15,13,17,16,14,13,15,10,..,11,9,7,5,5,5,..
ורדה,"2,228",70,65,94,100,98,94,84,98,99,105,79,86,81,69,57,52,50,62,72,38,43,48,33,26,23,11,18,16,13,15,7,10,5,6,7,7,..,..,..,..,6,..,..,..,.,..,7,.,..,..,..,..,..,.,..,.,..,.,..,.,..,.,.,..,.,..,.,..,.,..,..,.,..,..
ורדית,773,..,9,9,6,9,7,7,7,5,5,12,11,9,17,12,15,13,13,24,23,21,27,36,33,36,39,26,33,32,22,23,22,19,16,9,17,10,13,8,12,15,19,10,..,..,6,5,..,..,5,..,5,.,..,..,..,..,..,.,..,.,.,..,.,..,..,..,.,.,..,.,.,.,..
ורה,122,.,.,.,5,..,5,..,7,..,..,..,..,..,..,..,..,..,.,5,..,..,.,..,..,..,7,..,.,.,..,..,..,..,..,..,..,.,.,.,..,.,.,.,..,.,..,..,..,..,..,..,..,..,..,..,..,.,..,..,..,.,..,..,..,.,..,..,.,.,..,.,.,.,.
ורוניקה,224,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,..,.,.,.,..,..,.,.,.,..,..,..,..,..,.,.,.,.,.,.,..,..,.,.,..,..,..,5,..,7,8,..,5,10,11,7,12,8,12,7,10,8,13,7,6,12,7,5,6,8,..,5,6,8,..,..
ז'נט,65,.,.,..,..,.,.,.,..,.,..,..,..,..,.,..,..,..,..,..,..,6,.,..,..,..,.,.,..,..,5,..,..,.,..,.,..,.,.,..,..,..,.,.,..,..,.,.,..,..,..,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.
ז'קלין,131,.,.,..,..,..,..,..,..,..,..,..,..,5,..,5,7,15,10,7,10,5,..,..,..,..,..,.,..,.,..,..,..,..,..,..,..,..,..,.,.,..,..,..,..,.,..,..,.,.,.,..,..,..,.,..,.,.,.,..,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.
זאבה,57,..,..,..,..,..,..,..,.,..,..,..,..,..,.,..,..,.,..,..,.,.,..,.,..,.,.,..,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.
זהבה,"6,749",75,111,99,179,171,206,201,243,252,286,259,278,278,261,223,187,215,236,165,148,153,129,94,99,73,65,72,64,47,58,43,33,37,38,28,36,26,41,29,22,29,24,31,26,38,63,52,42,37,37,33,35,31,30,18,23,25,22,30,22,14,19,9,15,19,13,19,34,35,17,10,27,22,25
זהבית,"1,306",.,5,..,14,..,6,10,5,10,6,5,7,..,14,10,6,7,11,10,12,12,22,29,41,39,41,46,48,51,41,57,61,70,56,63,56,49,53,43,37,31,28,22,16,13,7,12,12,12,12,10,5,7,..,..,..,..,5,..,..,5,..,.,5,..,.,..,..,.,..,.,..,..,..
זהורית,94,.,.,..,.,.,..,..,.,.,..,.,..,..,.,..,.,..,.,..,..,..,..,..,..,..,6,6,..,.,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,..,.,..,..,..,.,..,..,.,.,.,..,..,.,..,.,.,.,.,.,.,..,.,.,.,.,.,.,.
זהרה,241,..,..,7,6,8,5,.,10,6,8,..,7,7,7,7,6,5,..,6,5,..,..,.,..,..,..,..,..,..,..,..,..,..,.,..,..,..,.,..,.,..,..,..,..,..,..,.,..,..,..,..,.,.,.,..,..,.,..,..,..,..,..,..,..,..,..,..,..,5,..,6,..,..,..
זואי,"1,066",..,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,.,.,.,..,.,.,.,.,.,..,.,..,..,..,..,.,.,..,..,..,..,5,.,..,.,..,..,..,..,5,9,8,12,13,21,19,19,28,21,12,19,25,26,31,35,34,40,37,45,55,52,73,64,63,61,69,71,59
זוהר,"6,927",.,..,..,5,6,..,..,7,6,11,9,13,7,8,14,14,23,22,19,27,32,43,50,65,54,47,64,56,63,68,56,57,53,64,53,62,86,76,77,91,97,113,126,121,135,141,127,101,138,137,133,138,144,147,143,116,161,170,166,193,172,191,195,199,213,224,206,204,202,211,194,191,185,160
זוהרה,507,.,..,..,..,..,..,5,..,8,9,13,9,7,9,8,7,13,14,7,6,11,8,5,6,6,11,5,10,..,5,..,..,7,6,..,8,6,9,9,9,15,10,11,12,7,11,7,8,..,8,10,7,..,7,6,5,6,5,8,5,..,8,5,7,..,5,..,5,7,13,10,9,7,..
זוהרית,84,.,.,.,.,..,.,..,.,.,.,..,..,.,..,.,.,..,.,..,.,..,..,.,.,..,.,..,..,..,.,.,.,..,..,..,..,..,..,..,..,6,6,..,10,5,..,..,.,..,.,..,..,..,.,..,..,..,..,.,..,..,.,.,.,.,.,.,.,..,.,.,.,.,.
זיו,"2,971",.,.,.,.,..,.,..,.,..,.,..,..,..,..,5,..,.,5,..,6,13,5,8,12,12,5,7,12,..,7,8,5,..,9,8,10,8,11,..,17,14,15,27,28,27,30,39,42,37,65,65,75,93,81,87,114,82,105,99,104,94,103,87,85,88,89,89,108,120,140,133,130,134,146
זיוה,"2,650",34,46,53,73,66,62,56,75,65,70,76,69,103,83,88,94,79,68,77,68,81,54,56,63,48,49,42,42,19,38,29,23,29,20,14,23,16,17,17,10,14,5,11,6,7,17,11,9,8,..,7,5,..,5,5,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
זיוית,168,..,.,.,..,..,..,.,..,.,..,..,..,..,..,.,..,..,6,..,7,5,7,8,..,12,..,6,10,5,9,5,6,..,.,6,6,..,..,..,..,..,7,..,..,.,..,..,..,.,.,..,.,..,.,.,.,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
זיסל,405,.,.,..,..,.,..,.,..,..,..,.,..,..,..,..,..,..,.,..,..,..,..,..,..,..,.,.,..,..,..,..,..,.,5,..,..,5,..,6,..,8,8,6,..,..,..,7,7,8,8,..,8,11,8,..,6,10,7,9,12,11,7,9,12,11,9,16,17,12,7,18,19,23,20
זלדה,224,..,5,..,5,..,5,..,..,..,6,..,..,..,.,5,..,..,..,..,..,.,.,..,..,.,.,.,..,..,..,..,..,10,.,..,..,..,..,6,5,..,7,..,7,6,..,5,..,..,..,..,..,..,5,..,..,..,.,5,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..
זמירה,443,..,5,..,29,17,14,26,13,22,22,17,18,18,14,18,13,7,12,17,8,6,5,6,8,..,12,..,5,..,..,..,..,..,.,..,.,.,..,.,.,.,..,.,..,.,..,..,..,.,.,..,.,..,.,..,.,.,.,..,.,..,.,.,.,.,..,.,.,.,.,.,.,.,.
זמר,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,.,..,.,..,.,..,..,.,.,.,.,7,.,..,..,..,..,.,.,.,.,.,.,.,..,.,.,.,.,.,..,..,.,.,..,.,.,..,.,..
זנט,54,.,.,..,..,..,.,..,..,..,.,..,..,5,5,..,..,.,..,..,.,.,..,..,..,..,..,..,..,..,..,.,.,.,.,..,.,.,.,.,.,.,.,.,..,..,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
זעלדא,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,.,.,.,.,.,.,..,.,..,..,.,..,..,..,..,..,..,..,5,5,..,..,7,..,..,..,..,..,..,..,5,..,.,6
זקלין,174,.,.,..,.,9,..,..,..,5,5,11,8,11,8,..,5,10,15,14,7,9,5,..,..,6,.,..,..,.,.,.,..,..,..,.,..,.,.,.,.,..,..,.,..,..,.,..,.,.,.,.,.,.,.,.,.,.,..,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.
חביבה,718,8,6,21,27,46,33,40,26,30,31,21,21,17,22,10,18,13,13,13,16,11,13,9,..,9,..,..,7,5,..,6,7,6,6,10,5,..,..,5,..,6,..,6,6,6,5,..,..,..,..,..,..,..,5,..,..,..,..,.,..,..,6,..,.,..,..,..,6,6,5,..,5,..,..
חבצלת,644,..,13,11,15,15,29,20,17,18,13,23,37,32,31,36,46,25,25,15,15,18,20,12,10,5,12,..,5,13,5,5,..,..,..,..,..,..,8,.,5,..,.,.,..,..,.,..,..,..,..,..,..,..,..,.,..,.,.,..,.,..,.,..,.,5,.,..,..,.,..,.,..,.,..
חגית,"8,813",13,15,27,27,24,28,40,34,52,53,65,83,90,119,108,119,157,199,205,226,304,310,362,415,414,509,439,443,430,328,294,261,221,215,162,176,131,110,108,94,80,77,57,54,69,63,46,60,47,52,45,25,44,30,27,37,31,30,29,37,38,26,24,26,22,15,36,21,20,27,38,37,30,28
חדוה,"2,758",19,37,28,44,41,34,33,49,42,39,35,60,41,45,46,39,40,34,66,54,42,41,25,136,97,57,48,40,41,28,40,35,29,34,22,36,31,43,38,42,42,32,23,32,36,29,35,36,15,32,41,33,31,25,21,30,17,35,24,17,30,24,23,28,20,16,13,20,24,21,11,19,14,17
חוה,"8,151",72,79,100,112,90,84,81,99,76,70,75,74,73,47,63,66,62,54,58,47,77,75,61,70,50,60,69,75,63,60,67,60,56,84,72,80,78,83,84,94,80,71,73,83,96,87,81,103,108,102,98,113,122,116,111,148,133,157,156,157,146,150,206,172,149,174,189,161,173,223,222,212,206,216
חווה,78,.,.,.,.,..,..,..,..,..,.,..,.,.,..,.,.,..,..,.,..,..,..,.,.,..,.,.,.,..,.,..,.,.,.,.,.,..,.,.,..,.,.,..,..,.,.,..,..,..,.,..,..,.,..,..,.,..,..,..,..,..,.,..,..,..,..,..,..,5,..,6,..,..,..
חופית,"1,287",.,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,.,..,..,12,12,25,30,41,53,51,64,62,62,75,81,75,85,74,96,67,64,51,37,30,26,15,18,13,9,10,10,6,..,5,..,..,.,..,..,.,.,..,.,..,.,..,.,.,.,..,.,.
חושן,744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,.,..,..,.,.,.,.,.,..,.,.,.,.,..,.,.,13,31,27,46,47,22,23,43,38,29,32,32,21,35,23,35,25,26,30,36,38,39,43
חיה,"24,687",119,202,268,256,235,211,173,180,151,173,176,133,162,138,148,123,133,127,151,148,157,143,146,135,153,149,156,141,160,165,161,177,197,180,201,204,197,237,223,235,318,302,335,319,325,303,331,343,345,343,368,391,396,412,406,451,463,501,527,516,490,571,586,626,660,660,609,644,718,758,743,696,715,723
חיותה,115,..,8,..,5,..,.,..,..,6,..,..,..,..,..,..,..,..,..,.,.,..,.,..,.,..,..,..,..,..,..,.,..,.,..,.,.,.,..,.,.,.,.,..,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
חייה,89,..,.,.,..,..,..,.,..,.,..,.,.,.,..,..,.,..,.,.,.,..,..,..,..,.,..,..,.,.,.,..,.,.,.,.,.,.,.,..,.,.,..,..,..,..,..,.,.,..,.,..,..,..,..,..,..,..,..,..,..,.,..,..,..,..,.,..,..,..,..,7,..,..,..
חיננית,48,.,.,.,.,..,.,.,.,.,.,.,.,.,.,..,.,..,.,..,.,..,..,.,..,..,..,.,.,..,..,..,.,..,.,.,..,..,..,.,..,..,..,..,6,.,..,.,.,..,.,..,.,.,..,.,..,.,.,.,.,.,.,.,.,.,.,.,..,.,.,.,.,..,.
חלי,"1,163",..,..,..,..,5,5,..,..,11,..,8,8,7,8,6,8,7,17,15,21,16,23,14,18,18,23,24,27,30,14,22,30,36,40,38,37,33,46,30,46,34,45,30,41,38,25,22,24,27,18,29,19,18,15,7,9,5,..,6,5,..,7,..,..,.,..,.,..,..,..,.,..,..,..
חמדה,627,16,13,11,26,25,15,16,15,11,14,13,14,18,14,11,12,18,17,14,13,7,14,8,6,10,8,6,5,9,7,..,..,8,6,8,7,6,..,6,..,5,7,5,..,6,5,5,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,..,..,.,..,..,..,..,..,..,..,..,..
חמדת,104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,.,..,..,.,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,.,..,..,..,.,..,..,..,..,8,..,..,..,8,6,..,..,..,..,..,.,..,.,..,.,.,.,..
חמוטל,580,..,6,..,..,..,..,..,5,..,7,5,..,..,7,11,6,9,12,10,9,12,13,13,20,21,17,16,22,20,17,19,22,20,16,16,11,22,18,10,16,14,..,11,14,5,5,6,8,5,8,5,5,..,..,5,.,..,..,..,..,..,..,..,.,.,.,..,..,..,..,.,..,.,.
חן,"12,920",.,..,.,.,..,..,..,..,..,7,10,..,11,10,..,18,9,15,12,24,25,32,25,37,41,45,74,80,103,88,109,126,178,224,277,344,359,466,518,544,564,671,632,588,643,554,608,595,512,422,401,364,310,259,220,222,181,138,133,131,109,85,71,71,81,85,84,74,60,52,47,30,47,37
חנה,"35,905",247,377,411,489,539,514,464,470,421,387,424,366,420,344,322,351,330,369,343,305,317,263,241,281,272,252,247,283,281,293,275,305,272,324,347,300,358,342,377,416,335,379,383,435,414,384,417,461,433,452,428,468,486,517,536,599,541,609,611,638,678,618,712,714,798,770,778,829,799,762,797,822,831,818
חני,"1,718",5,..,6,5,9,14,15,11,17,14,13,10,19,26,16,24,26,29,27,29,32,36,32,40,30,36,35,36,40,43,38,47,41,45,39,54,41,59,58,64,41,51,31,28,33,30,24,19,18,15,15,19,5,10,14,15,13,13,9,14,8,7,9,8,8,14,12,11,11,8,8,8,8,7
חנית,720,..,.,..,.,..,.,..,..,..,..,..,..,..,..,..,.,6,.,..,7,..,8,15,20,8,21,27,29,33,37,32,35,40,55,44,48,34,38,26,23,15,9,11,6,7,5,6,..,15,..,7,..,..,..,..,.,.,.,.,.,..,..,..,..,.,.,.,.,..,..,.,.,.,.
חניתה,447,..,6,..,5,5,9,7,9,9,11,5,10,10,12,14,12,9,11,11,12,12,22,14,24,21,12,16,16,21,10,6,6,11,6,11,7,9,..,..,..,..,.,.,.,..,..,..,.,..,.,..,..,.,..,..,.,.,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
חסידה,187,9,8,6,..,10,9,..,..,..,5,5,..,.,..,..,.,..,..,6,..,..,..,..,..,..,..,..,..,..,..,..,.,..,..,..,..,.,.,..,.,..,.,..,..,..,.,..,..,.,..,..,..,..,.,.,..,.,..,..,.,..,.,..,..,.,..,..,..,.,.,.,..,..,.
חסיה,537,10,8,6,7,11,7,..,5,..,6,9,5,..,5,10,..,..,..,..,..,..,5,7,..,7,..,..,..,..,..,7,5,5,5,11,..,7,..,7,8,11,..,14,7,6,10,7,6,12,9,11,7,6,12,6,7,9,8,12,9,9,7,12,5,..,7,..,..,13,6,..,6,8,..
חפצי,123,.,.,..,.,..,.,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,6,5,..,..,..,5,5,..,..,6,..,..,5,8,.,.,..,..,..,..,.,..,.,.,.,..,..,..,..,..,.,.,.,..,..,.,..,.,..,.,.,.,.,.,.,.,.,.,.,.,.,..,.
חפציבה,287,5,.,..,..,.,..,.,..,..,..,8,5,..,..,..,..,6,..,6,6,9,6,8,11,..,6,8,6,7,6,..,13,6,6,6,7,9,..,11,9,..,5,..,10,..,..,..,..,5,..,..,..,..,..,..,..,.,..,..,.,..,..,..,.,..,..,.,.,..,..,..,.,..,.
